"A-7"|Yes|"60064079"|"98239754"
"A-7"|Yes|"60064078"|"98239753"
"A-7"|Yes|"60064077"|"98239752"
"A-6"|Yes|"60064192"|"98239907"
"A-7"|Yes|"60064191"|"98239906"
"A-7"|Yes|"60064190"|"98239905"
"A-7"|Yes|"60064189"|"98239904"
"A-6"|Yes|"60064188"|"98239903"
"A-6"|Yes|"60064187"|"98239902"
"A-7-6"|Yes|"60064186"|"98239901"
"A-7-6"|Yes|"60064185"|"98239900"
"A-6"|Yes|"60064184"|"98239899"
"A-7-6"|Yes|"60064183"|"98239898"
"A-7-6"|Yes|"60064182"|"98239897"
"A-7-6"|Yes|"60064181"|"98239896"
"A-7-6"|Yes|"60064180"|"98239895"
"A-7-6"|Yes|"60064179"|"98239894"
"A-7-6"|Yes|"60064178"|"98239893"
"A-7-6"|Yes|"60064177"|"98239892"
"A-7-6"|Yes|"60064176"|"98239890"
"A-6"|No |"60064176"|"98239891"
"A-7-6"|Yes|"60064175"|"98239888"
"A-6"|No |"60064175"|"98239889"
"A-6"|No |"60064174"|"98239886"
"A-7-6"|Yes|"60064174"|"98239887"
"A-7-6"|Yes|"60064173"|"98239885"
"A-7-6"|Yes|"60064172"|"98239884"
"A-7-6"|Yes|"60064171"|"98239883"
"A-7-6"|Yes|"60064878"|"98241071"
"A-7-6"|Yes|"60064877"|"98241069"
"A-6"|No |"60064877"|"98241070"
"A-7-6"|Yes|"60064876"|"98241068"
"A-7-6"|Yes|"60064875"|"98241067"
"A-7-6"|Yes|"60064874"|"98241065"
"A-6"|No |"60064874"|"98241066"
"A-6"|Yes|"60064873"|"98241063"
"A-7-6"|No |"60064873"|"98241064"
"A-6"|Yes|"60064872"|"98241061"
"A-7-6"|No |"60064872"|"98241062"
"A-7-6"|No |"60064871"|"98241059"
"A-7-5"|Yes|"60064871"|"98241060"
"A-7-5"|Yes|"60064870"|"98241058"
"A-6"|Yes|"60064869"|"98241056"
"A-7-6"|No |"60064869"|"98241057"
"A-7-6"|Yes|"60064868"|"98241054"
"A-6"|No |"60064868"|"98241055"
"A-7-6"|Yes|"60064867"|"98241052"
"A-6"|No |"60064867"|"98241053"
"A-7-6"|Yes|"60064866"|"98241050"
"A-6"|No |"60064866"|"98241051"
"A-7-6"|Yes|"60064865"|"98241049"
"A-6"|Yes|"60064864"|"98241047"
"A-7-6"|No |"60064864"|"98241048"
"A-6"|No |"60064863"|"98241045"
"A-7-6"|Yes|"60064863"|"98241046"
"A-6"|Yes|"60064862"|"98241044"
"A-7-6"|Yes|"60064861"|"98241043"
"A-7-6"|Yes|"60064860"|"98241042"
"A-7-6"|Yes|"60064859"|"98241041"
"A-7-6"|Yes|"60064858"|"98241040"
"A-7-6"|Yes|"60064857"|"98241039"
"A-7-6"|Yes|"60064856"|"98241038"
"A-7-6"|Yes|"60064855"|"98241037"
